name	status	smiles	lines	seconds	throttle
DNA	404		0	0.228	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (27%)
Sephadex	404		0	0.314	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
1h	200	[HH]	1	0.205	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (17%)
enolate	404		0	0.19	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
FeCl3	200	Cl[Fe](Cl)Cl	1	0.221	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
E1	200	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCCN3C(=O)[C@H](C)N	1	0.218	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
dppf	200	[CH-]1C=CC(=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC(=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Fe+2]	1	0.263	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (43%)
mixed solvent	404		0	0.184	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (47%)
cuprous oxide	200	[O-2].[Cu+].[Cu+]	1	0.216	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
pure product	404		0	0.178	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
stannous chloride	200	Cl[Sn]Cl	1	0.227	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (40%)
cellulose	404		0	0.194	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (33%)
reduced iron	200	[Fe]	1	0.213	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
( II )	404		0	0.184	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (37%)
tetrakistriphenylphosphine palladium (0)	404		0	0.192	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (27%)
oxime	404		0	0.179	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (20%)
oxide	200	[O-2]	1	0.221	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
ethylene ketal	404		0	0.177	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
Cu2O	200	[O-2].[Cu+].[Cu+]	1	0.228	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (37%)
Mg	200	[Mg]	1	0.197	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
sulfonamide	200	C1=CC(=CC=C1N)S(=O)(=O)N	1	0.267	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
NH4OAc	200	CC(=O)[O-].[NH4+]	1	0.194	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (27%)
N,N-dicyclohexylcarbodiimide	200	C1CCC(CC1)N=C=NC2CCCCC2	1	0.235	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
ceric ammonium nitrate	200	[NH4+].[NH4+].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ce+4]	1	0.202	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
diethyl ether petroleum ether	404		0	0.173	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (20%)
amides	404		0	0.172	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (27%)
bromo	200	BrBr	1	0.206	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (30%)
( g )	404		0	0.184	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (30%)
water ice	404		0	0.175	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
CaSO4	200	[O-]S(=O)(=O)[O-].[Ca+2]	1	0.192	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
NaCl(sat.)	404		0	0.167	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (13%)
hydrazone	404		0	0.19	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
[Rh(cod)2]BF4	200	[B-](F)(F)(F)F.C1/C=C\CC/C=C\C1.C1/C=C\CC/C=C\C1.[Rh]	1	0.229	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (33%)
halogen	404		0	0.18	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
3G OMs XanthPhos	404		0	0.178	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (33%)
sulfonic acid	200	OS(=O)[O-]	1	0.205	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (37%)
4Å Molecular Sieve	404		0	0.212	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
5-L	404		0	0.201	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (40%)
4A	200	C1CNC(=NC1)C2=CC=CC=C2S	1	0.211	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (17%)
N-oxide	404		0	0.188	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
polystyrene	404		0	0.181	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
cuprous bromide	200	[Cu]Br	1	0.213	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (23%)
amino	404		0	0.203	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (17%)
mercuric acetate	200	CC(=O)[O-].CC(=O)[O-].[Hg+2]	1	0.199	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (13%)
magnesium sulfate anhydride	404		0	0.189	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
ferrous sulfate	200	[O-]S(=O)(=O)[O-].[Fe+2]	1	0.451	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
( B )	404		0	0.383	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (20%)
IV	200	CCC(C)C(C(=O)NC(C(C)C)C(=O)O)N	2	0.246	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (23%)
dihydrobromide	404		0	0.179	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (37%)
CuSO4.5H2O	200	O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2]	1	0.184	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (30%)
diazonium salt	404		0	0.168	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (27%)
hydrobromide salt	404		0	0.175	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (23%)
Intermediate 5	404		0	0.177	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (13%)
teflon	404		0	0.16	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (10%)
starch	404		0	0.155	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (10%)
(Ir[dF(5CF3)ppy]2(dtbpy))PF6	404		0	0.198	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (13%)
hemihydrate	404		0	0.196	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (23%)
peptide	404		0	0.194	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
amine hydrochloride	404		0	0.195	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (27%)
( A )	404		0	0.18	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (20%)
final product	404		0	0.163	Request Count status: Green (19%), Request Time status: Green (1%), Service status: Green (17%)
ferric chloride hexahydrate	200	O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Fe+3]	1	0.201	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (13%)
2-L	404		0	0.184	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (13%)
II	200	CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)N	2	0.195	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (20%)
carboxylic acids	404		0	0.186	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (13%)
